score,label
0.3949424549937248,0
0.3981718346476555,0
0.3954925090074539,0
0.39519892632961273,0
0.39844726026058197,0
0.3999715745449066,0
0.40146148204803467,0
0.4054903909564018,0
0.4050445258617401,0
0.40532030910253525,0
0.40310048311948776,0
0.40152303874492645,0
0.3982735872268677,0
0.3988104313611984,0
0.3982136845588684,0
0.398928239941597,0
0.39889950305223465,0
0.4013906195759773,0
0.3996951952576637,0
0.4008970558643341,0
0.40135055035352707,0
0.39932894706726074,0
0.4000004455447197,0
0.3995731770992279,0
0.39950282871723175,0
0.3993876948952675,0
0.3982355445623398,0
0.400995098054409,0
0.3999359458684921,0
0.397335484623909,0
0.39854542911052704,0
0.3989156410098076,0
0.399802565574646,0
0.39984382688999176,0
0.3999355435371399,0
0.4006194844841957,0
0.40102124959230423,0
0.4031202346086502,0
0.40343765169382095,0
0.40627746284008026,0
0.4035939499735832,0
0.40441859513521194,0
0.4028440937399864,0
0.403131827712059,0
0.4014005810022354,0
0.400562547147274,0
0.40007205307483673,0
0.40000879019498825,0
0.4018041640520096,0
0.4008237048983574,0
0.4006332829594612,0
0.401312991976738,0
0.40020110458135605,0
0.39939137548208237,0
0.3965197131037712,0
0.39789918810129166,0
0.39760681986808777,0
0.40091129392385483,0
0.4035063460469246,0
0.3973928466439247,0
0.3945796862244606,0
0.39723896235227585,0
0.39686419069767,0
0.39869463443756104,0
0.3992749974131584,0
0.39909451454877853,0
0.3986588567495346,0
0.39932888746261597,0
0.40120700746774673,0
0.4004707485437393,0
0.4033585339784622,0
0.4039944261312485,0
0.40372592210769653,0
0.4039602652192116,0
0.40268732607364655,0
0.40355875343084335,0
0.40308575332164764,0
0.4020095616579056,0
0.40687092393636703,0
0.40674861520528793,0
0.4063137471675873,0
0.40658099949359894,0
0.4059569910168648,0
0.4054950177669525,0
0.40396536886692047,0
0.4047516658902168,0
0.40452421456575394,0
0.40496039390563965,0
0.40653207153081894,0
0.4056975543498993,0
0.4069514498114586,0
0.4065047726035118,0
0.40693317353725433,0
0.4067384824156761,0
0.4044288396835327,0
0.3990035280585289,0
0.3997201696038246,0
0.3996767997741699,0
0.39920397847890854,0
0.40636230260133743,0
0.40392688661813736,0
0.40191183239221573,0
0.405271552503109,0
0.40188729763031006,0
0.4017803370952606,0
0.4019484147429466,0
0.39892834424972534,0
0.39889585226774216,0
0.397832915186882,0
0.3964889198541641,0
0.39699889719486237,0
0.3949916586279869,0
0.3976217210292816,0
0.3964933678507805,0
0.3956064507365227,0
0.3966668099164963,0
0.3969394415616989,0
0.39787739515304565,0
0.3977169990539551,0
0.3979482799768448,0
0.39922717958688736,0
0.397211454808712,0
0.3968954533338547,0
0.3968913331627846,0
0.3953695222735405,0
0.39682159572839737,0
0.397347591817379,0
0.39965908229351044,0
0.3984031453728676,0
0.3977043330669403,0
0.3971557542681694,0
0.39654190093278885,0
0.40122105926275253,0
0.39827508479356766,0
0.3993510827422142,0
0.4000347778201103,0
0.3976796716451645,0
0.39791087061166763,0
0.39769717305898666,0
0.39820582419633865,0
0.39907586574554443,0
0.3979765772819519,0
0.3941640257835388,0
0.39655861258506775,0
0.3958134204149246,0
0.3935682401061058,0
0.3990839496254921,0
0.39468663185834885,0
0.39603912830352783,0
0.3982960507273674,0
0.37582510709762573,0
0.37012603878974915,0
0.3707112744450569,0
0.36332133412361145,0
0.3622545450925827,0
0.3516257628798485,0
0.3253510966897011,0
0.33209360390901566,0
0.3337945118546486,0
0.3349943682551384,0
0.33094578236341476,0
0.3314312621951103,0
0.3289797455072403,0
0.3298003524541855,0
0.33170849829912186,0
0.32325656712055206,0
0.33527009189128876,0
0.34445875883102417,0
0.34455786645412445,0
0.35460326820611954,0
0.36064891517162323,0
0.36083464324474335,0
0.3584166616201401,0
0.3788857012987137,0
0.386442132294178,0
0.391590416431427,0
0.39298269152641296,0
0.3914433419704437,0
0.4043518453836441,0
0.4048372432589531,0
0.40436892956495285,0
0.40721791982650757,0
0.4161957800388336,0
0.41523803770542145,0
0.4164760708808899,0
0.41631803661584854,0
0.4129417836666107,0
0.4134737625718117,0
0.4139096885919571,0
0.41283635795116425,0
0.413071408867836,0
0.41282058507204056,0
0.4092889055609703,0
0.4098866507411003,0
0.40586525201797485,0
0.3941629156470299,0
0.39293093979358673,0
0.39230307936668396,0
0.3865000903606415,0
0.38654161244630814,0
0.3777557909488678,0
0.3873933255672455,0
0.3912304639816284,0
0.39741603285074234,0
0.4008345976471901,0
0.4024534672498703,0
0.40288112312555313,0
0.40335285663604736,0
0.4054608568549156,0
0.4040644243359566,0
0.4012717977166176,0
0.40099937468767166,0
0.4013980031013489,0
0.40217598527669907,0
0.3995131254196167,0
0.39701054990291595,0
0.39707762748003006,0
0.39631689339876175,0
0.39413027465343475,0
0.3938102126121521,0
0.39607182145118713,0
0.39589792490005493,0
0.3967529609799385,0
0.3967604488134384,0
0.39817341417074203,0
0.39773380756378174,0
0.39759811758995056,0
0.3963524028658867,0
0.39445799589157104,0
0.39274220913648605,0
0.3937404155731201,0
0.3918505683541298,0
0.3938561677932739,0
0.3950401693582535,0
0.39524421840906143,0
0.3928215280175209,0
0.39452798664569855,0
0.3947029262781143,0
0.3982151448726654,0
0.39841266721487045,0
0.39717038720846176,0
0.39810340106487274,0
0.39896830171346664,0
0.3992995545268059,0
0.3995964080095291,0
0.40167050063610077,0
0.40206363052129745,0
0.4040205329656601,0
0.4039948657155037,0
0.4028863310813904,0
0.40225744992494583,0
0.40281906723976135,0
0.400932177901268,0
0.4002285674214363,0
0.3995469808578491,0
0.3989299237728119,0
0.3978173956274986,0
0.3976655378937721,0
0.3964959606528282,0
0.3972336947917938,0
0.3970040902495384,0
0.397664338350296,0
0.40021880716085434,0
0.3989219069480896,0
0.3989183008670807,0
0.3990265056490898,0
0.39823461323976517,0
0.3962884098291397,0
